salary,hra,lta,invest_80C,invest_80D,home_loan_interest,rent_paid,other_income,standard_deduction,taxable_income,final_tax
1544487,519859,9196,66463,36297,3741,60649,191975,50000,1069297,133289
2247992,595825,40,83758,21563,26375,174458,4788,50000,1475298,255089
1552776,236894,3929,13527,21604,190295,185882,68825,50000,1113209,146462
680518,143976,22435,38804,36445,93966,102424,175604,50000,515365,15573
480096,142007,3175,137042,32856,27660,111407,180982,50000,274687,1234
547597,40663,47468,82079,29748,59150,12332,284801,50000,618225,36145
2156450,358777,38128,50977,46621,186996,106015,3078,50000,1504284,263785
414379,139989,36099,78259,44121,179498,193208,276530,50000,235140,0
1387542,266560,45313,20817,8255,91849,77646,826,50000,996199,111739
670991,180250,48377,73994,46353,186528,24174,109855,50000,292097,2104
1731821,144982,41949,53578,14473,195995,190346,203206,50000,1517947,267884
970143,312353,38702,52049,41734,39130,79426,34467,50000,548045,22109
504435,42959,29587,118528,20677,196052,171831,259509,50000,365314,5765
291988,102643,20509,115752,33411,127623,51736,238514,50000,121581,0
698668,61000,25681,4469,21031,34746,182435,60386,50000,613488,35197
1953987,706976,39197,102352,18185,83078,69838,75852,50000,1108444,145033
1061250,188180,49506,94859,16153,2077,186856,276681,50000,1036167,123350
1693478,454844,48384,88768,6888,14861,133431,292590,50000,1419090,238227
358336,124089,42297,14446,14810,56655,130674,58635,50000,199267,0
2093492,112178,1858,81757,16764,159541,44530,72186,50000,1747295,336688
844399,120742,11258,130774,48863,92567,68062,296019,50000,708729,54245
773931,284743,45996,122426,18373,128530,135849,236616,50000,452470,10123
1909356,354876,31975,97863,28956,15762,147030,79241,50000,1473114,254434
901288,267891,14640,30736,46502,30839,3160,28529,50000,518488,16197
1374782,136109,49404,132229,10162,136851,53522,78193,50000,1037027,123608
1773674,509807,22078,100923,41366,46903,63331,284481,50000,1331233,211870
866764,65532,29487,1335,10974,17035,161452,131307,50000,882681,89036
348941,105053,11826,49345,5943,137773,70464,206982,50000,219634,0
1089532,177955,7357,102270,47780,176696,43215,296760,50000,838947,80289
373569,79587,27375,114287,38020,8027,57095,184772,50000,295794,2289
1180135,127680,24270,130211,6789,199601,170139,281431,50000,971554,106810
2356055,635539,13180,56855,4337,105894,66071,295986,50000,1812595,356278
2177730,366182,24015,88021,28571,167954,47299,167558,50000,1668574,313072
2424413,446531,45722,129928,715,118522,157759,145758,50000,1870196,373558
331604,92274,12767,21689,10400,32908,192982,133898,50000,270997,1049
965796,108750,21259,67632,23949,189399,39182,156607,50000,703931,53286
2372595,826144,26065,76001,1571,12311,18157,96610,50000,1529242,271272
1413731,436489,45905,128180,5653,80730,164049,242385,50000,1000968,112790
2477712,624892,21051,71602,38365,113392,67809,129544,50000,1730055,331516
1795679,170439,47679,116310,448,150121,71348,109551,50000,1465590,252177
410620,119280,8963,143472,11915,135634,8367,140719,50000,100000,0
458721,25841,23468,91894,10165,107670,193385,9492,50000,206110,0
2332185,773209,2601,119001,13829,51698,193799,252399,50000,1579447,286334
1098790,171772,31663,19207,30349,128700,63051,151267,50000,881691,88838
2496384,227230,19475,143853,25074,116328,64487,103057,50000,2056430,429429
689421,74161,9327,1419,25058,120796,34252,287065,50000,714378,55375
728061,281830,49875,74336,36091,110628,102487,225347,50000,450397,10019
557165,178761,27231,26092,28336,165401,84160,216174,50000,351979,5098
2190940,291954,44563,64831,9751,9335,97738,282691,50000,2092322,440196
1376250,532902,1039,34166,47014,169296,103329,277207,50000,821117,76723
1587439,157221,27704,123545,25410,34116,101519,84104,50000,1308954,205186
1839056,564101,3346,12376,47439,28139,44981,149681,50000,1290027,199508
1370388,383515,23262,5666,28745,41014,111295,54385,50000,939094,100318
2374703,801502,11276,130666,45451,155705,8997,279084,50000,1481738,257021
370920,68098,7926,78172,7272,131816,44344,146773,50000,190260,0
1360020,259277,36371,130481,36690,139531,139610,240137,50000,1020548,118664
938484,252075,18794,24809,26932,18854,12494,209,50000,584816,29463
925489,175261,19787,84827,23222,114722,129935,190766,50000,688009,50101
639956,41259,19888,82599,18962,53109,25136,30969,50000,444883,9744
2277758,695622,1262,73306,24897,161622,60246,233329,50000,1506901,264570
696661,191115,10786,128066,26106,27966,150782,282584,50000,566777,25855
2024348,401427,7561,24545,20110,108078,29915,30037,50000,1457785,249835
450733,70309,20811,86815,11190,146513,95226,255010,50000,361726,5586
1688782,274011,37877,106903,34051,59841,20267,21716,50000,1223568,179570
2002904,619618,46359,109538,15181,29976,9623,85900,50000,1310849,205754
1995976,609184,41975,82015,22618,167217,16771,149072,50000,1255988,189296
1873614,630698,4932,101940,10835,183015,166597,157829,50000,1059886,130465
2363271,748597,1461,100219,31359,16004,174477,280108,50000,1698660,322098
1455852,459001,19769,73614,44351,35967,12738,278796,50000,1091483,139944
1711354,236373,2145,69540,42628,18876,76116,180366,50000,1476447,255434
506599,43346,22331,56728,15782,154748,82593,291136,50000,499461,12473
271497,85959,30730,99924,381,5228,103397,55249,50000,115983,0
1911547,161556,46664,51254,2777,167321,66177,163321,50000,1688623,319086
349456,137594,6357,107526,41240,179577,21995,191664,50000,31539,0
436056,155358,43438,91396,48199,21232,85410,244571,50000,357879,5393
1817427,430205,27611,98130,12576,180354,134678,271619,50000,1345391,216117
907243,157192,49596,86726,4775,126576,44883,96703,50000,628272,38154
528795,123946,34511,15939,42016,128657,173280,52782,50000,255529,276
1253095,384707,30281,56325,27741,166407,101912,86103,50000,684298,49359
1394557,438888,32801,42875,23243,71392,67710,37063,50000,838022,80104
1540824,116768,16445,147337,32270,28089,175844,93550,50000,1276354,195406
2082096,690629,25678,15153,29803,27819,193658,156980,50000,1451349,247904
582857,160008,27601,75259,17432,132657,184683,2656,50000,177757,0
2105477,135177,21676,76173,11237,59841,3907,275502,50000,2070226,433567
1479183,236087,23134,100325,12336,134192,198755,155920,50000,1125296,150089
1753092,400975,3588,138310,37568,182674,66438,216385,50000,1163537,161561
1678258,194607,47410,40672,19237,140865,90641,182428,50000,1462714,251314
737853,76983,352,129029,28430,190119,135864,6887,50000,270530,1026
2178531,119815,17465,82339,36902,28099,177717,40180,50000,1919020,388206
2435793,898911,18012,15946,34887,69263,140213,110013,50000,1494810,260943
470075,32734,4098,49718,14640,6118,34063,31071,50000,352033,5101
1905833,339436,15382,44065,15133,33790,22666,41907,50000,1480697,256709
2443996,298216,46345,35654,40659,97891,88268,258975,50000,2226895,480568
1991171,615991,9006,18321,17500,4619,154365,289651,50000,1583396,287518
437922,130288,20344,127536,833,166139,59649,32101,50000,15570,0
772005,256442,44079,74844,30637,14692,137004,265361,50000,654829,43465
2066376,549414,49404,108429,29106,57294,37757,156571,50000,1478107,255932
431514,110933,36387,44815,36558,93082,95217,167705,50000,300217,2510
585641,112729,13399,21657,35293,17796,101031,81572,50000,443136,9656
519330,141634,37173,92276,2160,151048,84835,134067,50000,253451,172
650722,58774,531,74746,38331,69910,7576,14635,50000,374126,6206
684242,198142,9858,11570,38313,121918,148052,124053,50000,398209,7410
1296788,111996,49348,124408,44627,180614,140493,128347,50000,962837,105067
442407,155554,21890,135519,22584,118641,34923,271211,50000,253209,160
2440285,553917,9127,11097,46403,87505,160020,182468,50000,1882957,377387
322306,75943,19706,122174,42586,50642,179284,212930,50000,213596,0
1046325,266499,28475,23434,22331,174079,62170,23085,50000,561541,24808
339854,109303,10181,123539,12548,42750,183730,104301,50000,116195,0
693973,150914,8654,17825,39060,164765,4592,95438,50000,375500,6275
2229594,445151,25978,126651,24802,84333,174004,199789,50000,1724423,329827
1723150,260052,34501,104288,2210,132018,1112,219764,50000,1428846,241154
877097,83160,42543,102713,17270,196946,100550,107251,50000,576801,27860
797919,93053,9428,128682,14050,8532,131210,56890,50000,569919,26483
904472,45390,49964,13507,31714,25224,168202,186914,50000,975514,107602
786196,278547,12324,136757,36191,109673,29720,33997,50000,221348,0
2285900,726311,8597,77937,8045,2394,166279,74812,50000,1504621,263886
1884580,238472,35891,82363,30343,190548,174697,126550,50000,1455294,249088
1329008,67562,46849,67338,1305,184028,29319,155237,50000,1160860,160758
1514372,336555,25613,54293,32256,170163,72909,74632,50000,971349,106769
1972540,383462,25105,115715,33210,161634,193778,49835,50000,1303458,203537
741340,238416,23665,124969,20248,128160,123371,178475,50000,381686,6584
2192502,418797,42161,53803,19076,6585,134001,4139,50000,1690540,319662
988001,348210,45838,26187,10393,41680,36527,163784,50000,721152,56730
1029933,86044,39716,17248,4643,181620,39886,114463,50000,844556,81411
1722736,306733,45441,69023,39430,82448,114353,170429,50000,1390971,229791
957906,361014,41078,83013,4327,91658,147330,274030,50000,683001,49100
1978448,107044,18282,75882,14938,85990,81890,190900,50000,1853775,368632
1707699,318957,44883,137701,26631,130095,84516,48061,50000,1137258,153677
2122932,299112,21833,110183,8967,146974,50396,11723,50000,1541251,274875
1473411,347947,10271,78961,41625,62396,122842,74042,50000,976794,107858
1663836,245529,4843,22529,1322,21623,186475,137376,50000,1465051,252015
1708382,605566,47856,125328,14995,4856,182721,215615,50000,1171107,163832
2112900,798672,46392,40657,40263,196140,33493,23008,50000,1056567,129470
1054172,366005,27396,68199,1910,179967,163476,189466,50000,604952,33490
426800,80878,37716,64567,19314,109875,107593,214685,50000,354566,5228
2096796,831331,16017,33566,3585,111708,104911,10536,50000,1093158,140447
978052,300518,45871,109330,35310,161385,44357,65858,50000,433237,9161
1962087,342311,12583,13628,24259,169533,9009,215649,50000,1590587,289676
983456,81422,25439,136528,44738,74299,132005,31836,50000,653743,43248
567818,160957,20451,12631,20214,3306,27271,112491,50000,453651,10182
2022145,616751,36739,102724,1320,147330,116013,100093,50000,1240851,184755
559911,51993,35452,88948,11058,33066,43959,262159,50000,622456,36991
2462889,597023,39849,59182,38931,142265,61534,285016,50000,1900352,382605
551788,218221,46037,11304,13976,192096,81728,82626,50000,194853,0
761908,125093,34577,37248,22577,178146,8281,254073,50000,637493,39998
651272,101379,30106,78358,35494,90105,23904,21139,50000,347180,4859
2343781,858188,28799,77525,28606,30440,149810,149230,50000,1477050,255615
468299,42659,23502,129351,43853,36074,91647,76336,50000,266199,809
1727305,650735,21948,61613,18310,48954,137671,146027,50000,1065667,132200
1301215,420058,32828,30667,13604,139668,25675,46714,50000,726759,57851
861144,160856,15241,105557,13429,110508,25171,128913,50000,564947,25489
2281692,180805,36175,86030,53,57066,169946,172615,50000,2116527,447458
1108441,62860,31359,28091,31687,104866,132262,148135,50000,1010430,115629
2465344,447560,4895,129943,24232,123553,148959,21960,50000,1716910,327573
1762624,523276,33431,54068,47699,39676,170781,138440,50000,1219775,178432
2215481,488813,22842,148993,18989,100308,96050,87698,50000,1518917,268175
1255510,387360,16351,12115,11615,1602,25892,208042,50000,1017210,117663
1944386,553566,46964,116652,14617,62755,184875,172187,50000,1365946,222284
1182849,296324,9819,37017,15205,156010,97900,25017,50000,663128,45125
381469,148248,19136,56654,28238,110462,1815,235019,50000,242021,0
1837424,560294,30612,93801,49929,116965,33176,198717,50000,1195763,171229
663073,245413,19067,55091,23243,66797,962,93541,50000,335136,4256
2193312,295562,39027,26561,28428,170604,93733,146652,50000,1807835,354850
943519,282842,18386,60977,13179,80638,131314,240053,50000,714321,55364
1680807,435717,30377,55008,32777,157061,130937,173191,50000,1153811,158643
2266842,846673,1524,2441,39736,144298,21647,258305,50000,1443522,245556
2027302,463559,16231,74991,12563,18562,160681,7541,50000,1431398,241919
823286,121742,18840,96953,9623,171315,104196,171549,50000,564041,25308
2204300,407120,25140,148692,31119,65874,70629,39392,50000,1566026,282308
662264,83836,9608,132530,39257,87247,104301,59732,50000,338733,4436
1610937,204573,41203,29007,47034,73376,144260,201122,50000,1449271,247281
1779076,381874,36635,115671,33757,176256,78144,122441,50000,1180593,166678
439692,159343,20388,145593,2709,8519,60696,116139,50000,210054,0
2075726,243180,29756,128278,34860,91435,4704,61440,50000,1619168,298250
1453533,219126,48186,138237,9979,69025,191556,52767,50000,1068118,132935
2151147,749773,11176,119454,46552,88740,124196,169605,50000,1277408,195722
1632551,275476,26104,55017,14737,182410,199549,53700,50000,1134714,152914
1208652,467560,369,78892,40931,33276,117339,156648,50000,695009,51501
1445104,208271,25751,114220,49288,55562,53996,16609,50000,1010122,115536
2296290,470165,11840,20411,17,188903,74712,58853,50000,1637486,303745
512190,42749,43123,128244,21951,37745,12366,186527,50000,461150,10557
578499,229815,23127,61167,13462,105494,65786,296957,50000,438644,9432
1692872,612057,44553,72383,42123,145827,92834,264183,50000,1079217,136265
1314506,441866,21983,128828,36938,192108,177267,27638,50000,514386,15377
2427975,255107,13147,24650,33536,154723,49676,6866,50000,1929971,391491
2255589,878045,14897,117255,38080,135918,125970,38884,50000,1090071,139521
328880,123396,46688,63495,31514,115528,195411,87233,50000,78867,0
1517202,307210,31483,129528,9670,85091,172403,14279,50000,981464,108792
422827,122016,43582,34867,44087,51932,45177,179816,50000,343322,4666
957840,380607,16357,64981,2257,130698,138597,82378,50000,428031,8901
257293,49763,20672,80391,39150,179235,72819,70377,50000,0,0
2252991,201791,49506,104765,42300,127997,120767,11263,50000,1786906,348571
1444347,510898,8249,23181,29093,166708,106196,64394,50000,737109,59921
409506,88768,31212,135514,42371,160259,17038,292751,50000,256556,327
1877533,742450,7671,91055,14045,89761,75325,76874,50000,974766,107453
529746,128628,36141,61424,17192,15018,90522,173923,50000,467547,10877
1414608,85325,28791,76886,42408,139065,157103,266653,50000,1316367,207410
2246569,498972,21968,87691,23954,1716,162472,134018,50000,1740221,334566
807193,243224,18639,135999,19824,86612,132392,4851,50000,295023,2251
427996,25299,41786,8179,11972,69821,11640,22826,50000,327336,3866
1836245,357529,7660,78971,4264,85849,10156,109345,50000,1376636,225490
1549242,161812,8963,85127,9444,60735,161188,131755,50000,1322841,209352
2295509,631457,46702,11132,6683,6328,183214,56591,50000,1693201,320460
540274,208043,5755,62660,8592,52682,35555,42409,50000,206460,0
334679,89896,33448,132816,36367,47168,63778,98959,50000,110838,0
2462610,722054,15472,130466,5328,113725,18834,213509,50000,1670017,313505
381460,72018,33339,89166,45934,184281,197224,82952,50000,56351,0
1900516,469616,1341,91019,11833,83469,119725,116673,50000,1312592,206277
1449454,348376,28170,13417,20864,61415,163504,253546,50000,1237097,183629
314333,99285,18963,141935,38828,196715,189543,178002,50000,0,0
1010676,353654,31961,6770,44918,6402,129137,214426,50000,795318,71563
2012753,567616,33118,14914,19490,152532,175511,89806,50000,1331124,211837
934408,367159,49030,126601,9892,76201,35676,15607,50000,369191,5959
997910,339190,46911,45710,41519,132785,196877,65204,50000,500820,12664
850884,79665,32441,56694,35761,141287,100250,299509,50000,819426,76385
638841,145410,2691,127166,45181,172495,83959,284145,50000,385424,6771
1749909,640698,39154,71814,46625,184638,9186,114320,50000,909607,94421
1030166,391851,13453,126318,34813,14977,85367,134914,50000,560573,24614
2093217,383209,19704,88153,27328,109130,183860,260129,50000,1715229,327068
1876346,570402,11093,4743,41114,55939,89028,286576,50000,1451816,248044
1972012,381960,24214,135965,34423,176443,83045,172298,50000,1389732,229419
2464610,229901,5923,45907,18135,182053,191307,32020,50000,1976556,405467
1418190,510000,25588,139957,39316,164071,45182,133138,50000,673571,47214
